Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
9,23,2,0,0,17.8,1,0,17.8,0,0
9,23,3,0,0,17.4,1.5,0,17.4,0,0
9,23,4,0,0,17.1,2.1,0,17.1,0,0
9,23,5,0,0,16.7,2.6,0,16.7,0,0
9,23,6,0,6,17.1,2.1,5.673,15.364,295.534,0
9,23,7,0,54,17.6,1.5,51.416,17.053,2657.95,2311.975
9,23,8,0,76,18,1,72.213,18.305,3711.856,3344.775
9,23,9,0,125,19,1.4,119.758,20.841,6084.646,5667.44
9,23,10,0,164,20,1.7,158.034,23.032,7948.238,7489.133
9,23,11,2,187,21,2.1,182.665,24.638,9118.251,8631.702
9,23,12,2,194,21.1,2.1,189.69,25.006,9452.658,8958.104
9,23,13,2,185,21.3,2.1,180.665,24.992,9003.439,8519.623
9,23,14,0,160,21.4,2.1,154.095,24.359,7702.246,7248.798
9,23,15,21,221,21.5,2.1,230.32,26.394,11390.743,10848.386
9,23,16,104,164,21.5,2.1,217.221,26.292,10597.906,10075.396
9,23,17,41,80,21.6,2.1,88.839,22.942,4344.419,3964.328
9,23,18,0,5,20.9,2.1,4.727,19.532,241.633,0
9,23,19,0,0,20.1,2.1,0,20.1,0,0
9,23,20,0,0,19.4,2.1,0,19.4,0,0
9,23,21,0,0,19.2,1.9,0,19.2,0,0
9,23,22,0,0,19.1,1.7,0,19.1,0,0
9,23,23,0,0,18.9,1.5,0,18.9,0,0
9,24,0,0,0,18.3,1.3,0,18.3,0,0
9,24,1,0,0,17.7,1.2,0,17.7,0,0
9,24,2,0,0,17.1,1,0,17.1,0,0
9,24,3,0,0,16.6,1,0,16.6,0,0
9,24,4,0,0,16,1,0,16,0,0
9,24,5,0,0,15.5,1,0,15.5,0,0
9,24,6,0,6,16.1,1,5.674,13.871,297.522,0
9,24,7,0,69,16.6,1,66.286,16.417,3436.531,3075.032
9,24,8,35,170,17.2,1,187.784,21.36,9468.1,8973.176
9,24,9,15,265,18.8,1.2,271.992,25.931,13487.667,12890.876
9,24,10,18,308,20.5,1.3,319.528,29.239,15603.573,14948.997
9,24,11,3,321,22.1,1.5,319.859,30.691,15513.278,14861.227
9,24,12,20,320,22.4,1.9,334.983,30.813,16237.021,15564.588
9,24,13,14,308,22.6,2.2,316.574,30.215,15388.808,14740.228
9,24,14,12,264,22.9,2.6,268.978,28.896,13156.794,12568.779
9,24,15,4,186,22.2,3.6,183.441,25.52,9116.908,8630.392
9,24,16,0,100,21.5,4.7,95.85,22.48,4833.118,4442.799
9,24,17,0,28,20.8,5.7,26.535,20.258,1351.823,1031.017
9,24,18,0,2,20.5,4.7,1.889,19.272,96.681,0
9,24,19,0,0,20.3,3.6,0,20.3,0,0
9,24,20,0,0,20,2.6,0,20,0,0
9,24,21,0,0,19.8,1.9,0,19.8,0,0
9,24,22,0,0,19.5,1.2,0,19.5,0,0
9,24,23,0,0,19.3,0.5,0,19.3,0,0
9,25,0,0,0,18.7,0.5,0,18.7,0,0
9,25,1,0,0,18.2,0.5,0,18.2,0,0
9,25,2,0,0,17.6,0.5,0,17.6,0,0
9,25,3,0,0,17.4,0.7,0,17.4,0,0
9,25,4,0,0,17.2,0.8,0,17.2,0,0
9,25,5,0,0,17,1,0,17,0,0
9,25,6,0,2,16.8,0.8,1.889,14.303,98.88,0
9,25,7,0,26,16.7,0.7,24.633,14.925,1285.691,966.13
9,25,8,0,74,16.5,0.5,70.306,16.503,3643.52,3277.829
9,25,9,0,123,18.2,1,117.838,20.118,6007.021,5591.512
9,25,10,0,162,19.8,1.6,156.121,22.821,7859.741,7402.676
9,25,11,2,185,21.5,2.1,180.745,25.089,9003.354,8519.539
9,25,12,2,193,22.1,2.3,188.766,25.877,9368.073,8875.552
9,25,13,2,183,22.6,2.4,178.744,26.101,8861.277,8380.832
9,25,14,0,158,23.2,2.6,152.187,25.929,7550.871,7100.886
9,25,15,2,171,22.9,2.6,167.065,25.92,8288.283,7821.293
9,25,16,2,130,22.7,2.6,126.866,24.755,6326.255,5903.743
9,25,17,0,49,22.4,2.6,46.747,22.322,2358.867,2018.752
9,25,18,0,3,21.9,2.2,2.835,20.392,144.324,0
9,25,19,0,0,21.4,1.9,0,21.4,0,0
9,25,20,0,0,20.9,1.5,0,20.9,0,0
9,25,21,0,0,20.5,1.9,0,20.5,0,0
9,25,22,0,0,20,2.2,0,20,0,0
9,25,23,0,0,19.6,2.6,0,19.6,0,0
9,26,0,0,0,19.1,2.6,0,19.1,0,0
9,26,1,0,0,18.6,2.6,0,18.6,0,0
9,26,2,0,0,18.1,2.6,0,18.1,0,0
9,26,3,0,0,17.7,2.6,0,17.7,0,0
9,26,4,0,0,17.3,2.6,0,17.3,0,0
9,26,5,0,0,16.9,2.6,0,16.9,0,0
9,26,6,0,5,17.6,2.4,4.727,15.924,245.604,0
9,26,7,0,50,18.4,2.3,47.561,17.862,2449.678,2107.79
9,26,8,0,100,19.1,2.1,95.784,20.011,4885.187,4493.77
9,26,9,0,152,19.8,2.1,146.615,22.253,7400.652,6954.089
9,26,10,1,180,20.6,2.1,174.92,23.989,8758.168,8280.159
9,26,11,1,185,21.3,2.1,179.857,24.923,8966.105,8483.176
9,26,12,2,191,20.5,2.1,186.807,24.312,9339.351,8847.519
9,26,13,2,181,19.8,2.1,176.787,23.358,8877.838,8397
9,26,14,0,155,19,2.1,149.249,21.778,7550.238,7100.268
9,26,15,0,114,18.7,1.7,109.068,20.427,5552.099,5146.457
9,26,16,0,65,18.3,1.4,61.728,18.528,3169.705,2813.57
9,26,17,0,19,18,1,17.991,16.555,932.121,619.171
9,26,18,0,1,17.8,1.2,0.97,15.658,50.453,0
9,26,19,0,0,17.7,1.3,0,17.7,0,0
9,26,20,0,0,17.5,1.5,0,17.5,0,0
9,26,21,0,0,17.5,1.9,0,17.5,0,0
9,26,22,0,0,17.4,2.2,0,17.4,0,0
9,26,23,0,0,17.4,2.6,0,17.4,0,0
9,27,0,0,0,17,2.8,0,17,0,0
9,27,1,0,0,16.7,2.9,0,16.7,0,0
9,27,2,0,0,16.3,3.1,0,16.3,0,0
9,27,3,0,0,16.3,2.9,0,16.3,0,0
9,27,4,0,0,16.2,2.8,0,16.2,0,0
9,27,5,0,0,16.2,2.6,0,16.2,0,0
9,27,6,0,2,16.2,2.8,1.889,14.501,98.792,0
9,27,7,0,25,16.3,2.9,23.684,15.168,1234.799,916.195
9,27,8,0,72,16.3,3.1,68.399,16.337,3547.361,3183.62
9,27,9,0,121,16.4,3.1,115.916,17.704,5974.599,5559.797
9,27,10,0,160,16.6,3.1,154.207,18.951,7903.178,7445.112
9,27,11,2,183,16.7,3.1,178.825,19.741,9131.706,8644.837
9,27,12,2,190,17.1,3.1,185.846,20.376,9462.613,8967.821
9,27,13,1,180,17.4,3.1,174.913,20.436,8903.489,8422.044
9,27,14,0,154,17.8,3.1,148.294,20.177,7557.526,7107.39
9,27,15,0,113,17.9,2.9,108.11,19.282,5532.33,5127.113
9,27,16,0,64,18.1,2.8,60.775,18.217,3125.221,2769.975
9,27,17,0,18,18.2,2.6,17.042,17.07,880.924,568.924
9,27,18,0,1,17.8,2.6,0.97,16.121,50.348,0
9,27,19,0,0,17.4,2.6,0,17.4,0,0
9,27,20,0,0,17,2.6,0,17,0,0
9,27,21,0,0,17.4,2.9,0,17.4,0,0
9,27,22,0,0,17.8,3.3,0,17.8,0,0
9,27,23,0,0,18.2,3.6,0,18.2,0,0
9,28,0,0,0,17.6,3.9,0,17.6,0,0
9,28,1,0,0,17.1,4.3,0,17.1,0,0
9,28,2,0,0,16.5,4.6,0,16.5,0,0
9,28,3,0,0,15.7,3.9,0,15.7,0,0
9,28,4,0,0,14.9,3.3,0,14.9,0,0
9,28,5,0,0,14.1,2.6,0,14.1,0,0
9,28,6,0,7,14.3,2.9,6.621,12.697,349.048,46.823
9,28,7,86,80,14.4,3.3,104.414,15.22,5180.859,4783.17
9,28,8,310,166,14.6,3.6,328.648,20.767,16253.429,15580.529
9,28,9,553,177,15.7,3.3,577.444,28.309,28051.754,26999.113
9,28,10,696,169,16.9,2.9,778.299,35.328,36805.469,35413.414
9,28,11,740,181,18,2.6,897.96,40.353,41492.605,39898.621
9,28,12,554,283,18.5,2.6,848.32,39.979,39288.016,37790.762
9,28,13,436,302,19,2.6,737.798,37.739,34545.676,33245.945
9,28,14,295,298,19.5,2.6,562.738,33.776,26833.979,25824.662
9,28,15,209,247,19,2.8,395.244,28.512,19243.453,18482.76
9,28,16,118,155,18.6,2.9,213.662,23.217,10538.414,10017.377
9,28,17,0,54,18.1,3.1,51.965,18.269,2671.523,2325.281
9,28,18,0,2,17.6,3.1,1.94,16.13,100.692,0
9,28,19,0,0,17.1,3.1,0,17.1,0,0
9,28,20,0,0,16.6,3.1,0,16.6,0,0
9,28,21,0,0,15.6,3.1,0,15.6,0,0
9,28,22,0,0,14.7,3.1,0,14.7,0,0
9,28,23,0,0,13.7,3.1,0,13.7,0,0
9,29,0,0,0,13,2.6,0,13,0,0
9,29,1,0,0,12.3,2,0,12.3,0,0
9,29,2,0,0,11.6,1.5,0,11.6,0,0
9,29,3,0,0,11.2,1.5,0,11.2,0,0
9,29,4,0,0,10.9,1.5,0,10.9,0,0
9,29,5,0,0,10.5,1.5,0,10.5,0,0
9,29,6,0,6,11.3,1,5.674,8.901,304.152,2.744
9,29,7,76,79,12.1,0.5,100.905,13.02,5077.779,4682.284
9,29,8,344,149,12.9,0,327.108,24.599,15838.964,15177.782
9,29,9,440,201,14.6,0.7,525.287,31.742,25128.934,24178.682
9,29,10,422,263,16.4,1.4,646.366,35.212,30604.768,29458.211
9,29,11,319,346,18.1,2.1,673.279,35.931,31815.928,30623.357
9,29,12,351,362,19,1.9,730.447,38.867,34021.16,32742.393
9,29,13,436,300,20,1.7,734.794,40.74,33887.824,32614.355
9,29,14,487,228,20.9,1.5,650.652,40.076,30040.123,28914.699
9,29,15,314,218,20.3,1.5,438.753,33.452,20804.791,19995.975
9,29,16,145,151,19.7,1.5,221.349,25.948,10737.669,10211.689
9,29,17,0,52,19.1,1.5,50.051,19.461,2559.165,2215.132
9,29,18,0,2,17.9,1.5,1.94,16.066,100.721,0
9,29,19,0,0,16.8,1.5,0,16.8,0,0
9,29,20,0,0,15.6,1.5,0,15.6,0,0
9,29,21,0,0,15.5,1.3,0,15.5,0,0
9,29,22,0,0,15.3,1.2,0,15.3,0,0
9,29,23,0,0,15.2,1,0,15.2,0,0
9,30,0,0,0,15,1.2,0,15,0,0
9,30,1,0,0,14.7,1.3,0,14.7,0,0
9,30,2,0,0,14.5,1.5,0,14.5,0,0
9,30,3,0,0,13.8,1.5,0,13.8,0,0
9,30,4,0,0,13.1,1.5,0,13.1,0,0
9,30,5,0,0,12.4,1.5,0,12.4,0,0
9,30,6,0,3,12.8,1.3,2.835,10.536,150.863,0
9,30,7,0,45,13.2,1.2,42.73,12.18,2257.706,1919.559
9,30,8,0,120,13.6,1,115.983,15.213,6045.716,5629.36
9,30,9,3,173,15,1,170.052,18.814,8719.102,8242.014
9,30,10,1,194,16.5,1,189.218,21.233,9596.193,9098.183
9,30,11,1,180,17.9,1,175.025,22.289,8833.236,8353.454
9,30,12,3,231,18.3,0.7,228.217,24.857,11380.485,10838.387
9,30,13,17,249,18.8,0.3,259.281,27.955,12740.547,12163.474
9,30,14,26,241,19.2,0,257.347,29.602,12542.121,11970.224
9,30,15,24,227,19.4,0.3,239.512,28.058,11748.906,11197.451
9,30,16,30,149,19.7,0.7,163.728,24.458,8128.5,7665.224
9,30,17,0,49,19.9,1,47.121,20.031,2403.048,2062.07
9,30,18,0,2,18.7,1.5,1.94,16.879,100.351,0
9,30,19,0,0,18,2.1,0,18,0,0
9,30,20,0,0,17.4,2.6,0,17.4,0,0
9,30,21,0,0,17,2.4,0,17,0,0
9,30,22,0,0,16.8,2.3,0,16.8,0,0
9,30,23,0,0,16.9,2.1,0,16.9,0,0
10,1,0,0,0,17,2.4,0,17,0,0
10,1,1,0,0,17,1.7,0,17,0,0
10,1,2,0,0,16.8,1,0,16.8,0,0
10,1,3,0,0,16.4,1.2,0,16.4,0,0
10,1,4,0,0,15.9,1.3,0,15.9,0,0
10,1,5,0,0,15.3,1.5,0,15.3,0,0
10,1,6,0,6,16.5,2,5.674,14.708,296.453,0
10,1,7,73,72,17.7,2.6,93.097,18.338,4564.448,4179.771
10,1,8,191,161,19,3.1,260.452,23.852,12771.392,12193.511
10,1,9,129,258,20.6,3.4,359.826,27.981,17613.377,16901.256
10,1,10,74,303,22.1,3.8,373.227,29.716,18175.604,17446.922
10,1,11,11,308,23.7,4.1,315.159,29.913,15342.364,14695.077
10,1,12,30,304,23.3,4.3,340.628,29.816,16589.752,15907.264
10,1,13,29,288,22.9,4.4,321.321,28.97,15712.135,15054.517
10,1,14,26,246,22.5,4.6,262.674,27.176,12950.723,12368.138
10,1,15,2,178,21.4,5,174.941,24.016,8756.942,8278.962
10,1,16,0,92,20.3,5.3,88.362,21.024,4485.682,4102.65
10,1,17,0,21,19.2,5.7,19.892,18.5,1021.562,706.947
10,1,18,0,0,18.7,5.2,0,18.7,0,0
10,1,19,0,0,18.1,4.6,0,18.1,0,0
10,1,20,0,0,17.6,4.1,0,17.6,0,0
10,1,21,0,0,17.1,4.1,0,17.1,0,0
10,1,22,0,0,16.5,4.1,0,16.5,0,0
10,1,23,0,0,16,4.1,0,16,0,0
10,2,0,0,0,15.7,3.8,0,15.7,0,0
10,2,1,0,0,15.3,3.4,0,15.3,0,0
10,2,2,0,0,15,3.1,0,15,0,0
10,2,3,0,0,14.9,2.9,0,14.9,0,0
10,2,4,0,0,14.9,2.8,0,14.9,0,0
10,2,5,0,0,14.8,2.6,0,14.8,0,0
10,2,6,0,2,15.3,2.4,1.889,13.481,99.243,0
10,2,7,0,30,15.7,2.3,28.436,14.578,1486.485,1163.134
10,2,8,0,73,16.2,2.1,69.367,16.264,3598.748,3233.965
10,2,9,0,121,16.7,2.4,116.071,18.126,5971.108,5556.382
10,2,10,0,158,17.1,2.8,152.438,19.497,7793.02,7337.489
10,2,11,1,180,17.6,3.1,175.14,20.559,8910.007,8428.407
10,2,12,2,186,16.9,3.1,182.072,20.074,9283.28,8792.791
10,2,13,1,176,16.1,3.1,171.154,19.022,8768.798,8290.538
10,2,14,0,149,15.4,3.1,143.55,17.623,7401.665,6955.078
10,2,15,0,109,15.4,3.3,104.331,16.576,5405.034,5002.553
10,2,16,0,60,15.5,3.4,56.966,15.454,2966.193,2614.118
10,2,17,0,15,15.5,3.6,14.198,14.352,742.957,433.51
10,2,18,0,0,15.7,3.8,0,15.7,0,0
10,2,19,0,0,15.8,3.9,0,15.8,0,0
10,2,20,0,0,16,4.1,0,16,0,0
10,2,21,0,0,15.9,3.6,0,15.9,0,0
10,2,22,0,0,15.8,3.1,0,15.8,0,0
10,2,23,0,0,15.7,2.6,0,15.7,0,0
10,3,0,0,0,15.8,2.6,0,15.8,0,0
10,3,1,0,0,16,2.6,0,16,0,0
10,3,2,0,0,16.1,2.6,0,16.1,0,0
10,3,3,0,0,15.8,1.7,0,15.8,0,0
10,3,4,0,0,15.4,0.9,0,15.4,0,0
10,3,5,0,0,15.1,0,0,15.1,0,0
10,3,6,0,3,15.5,0.2,2.835,12.124,149.812,0
10,3,7,0,52,15.9,0.3,49.837,14.731,2603.423,2258.52
10,3,8,41,158,16.3,0.5,180.039,20.677,9093.199,8607.248
10,3,9,16,252,17.6,1.7,261.341,23.741,13092,12505.694
10,3,10,19,294,19,2.9,307.711,25.533,15292.857,14646.946
10,3,11,33,284,20.3,4.1,321.355,26.49,15900.48,15237.566
10,3,12,57,321,19.9,3.9,384.884,27.613,18942.877,18191.268
10,3,13,64,339,19.4,3.8,409.091,27.849,20109.445,19322.254
10,3,14,93,304,19,3.6,388.141,27.197,19122.445,18365.416
10,3,15,70,241,18.7,3.4,292.329,24.831,14530.612,13905.697
10,3,16,76,132,18.3,3.3,165.967,21.33,8274.619,7807.946
10,3,17,0,39,18,3.1,37.35,17.691,1925.241,1593.519
10,3,18,0,1,17.3,2.1,0.97,15.552,50.477,0
10,3,19,0,0,16.7,1,0,16.7,0,0
10,3,20,0,0,16,0,0,16,0,0
10,3,21,0,0,15.7,0.5,0,15.7,0,0
10,3,22,0,0,15.5,1,0,15.5,0,0
10,3,23,0,0,15.2,1.5,0,15.2,0,0
10,4,0,0,0,14.7,1.5,0,14.7,0,0
10,4,1,0,0,14.1,1.5,0,14.1,0,0
10,4,2,0,0,13.6,1.5,0,13.6,0,0
10,4,3,0,0,13.4,1.2,0,13.4,0,0
10,4,4,0,0,13.2,0.8,0,13.2,0,0
10,4,5,0,0,13,0.5,0,13,0,0
10,4,6,0,5,14,0.3,4.727,10.855,251.25,0
10,4,7,127,68,15,0.2,103.03,16.108,4960.23,4567.227
10,4,8,396,133,16,0,339.999,28.168,16118.529,15449.455
10,4,9,476,184,17.8,1,529.657,33.86,25049.184,24101.648
10,4,10,427,258,19.5,2.1,642.687,36.177,30277.674,29143.385
10,4,11,329,332,21.3,3.1,665.4,36.84,31298.193,30125.408
10,4,12,339,339,22,2.6,691.191,39.088,32153.904,30948.326
10,4,13,360,302,22.8,2,654.136,40.401,30215.883,29083.902
10,4,14,342,259,23.5,1.5,553.431,39.713,25600.164,24633.775
10,4,15,198,230,22.4,2,367.726,32.278,17562.68,16852.043
10,4,16,92,139,21.4,2.6,180.469,25.334,8812.326,8333.039
10,4,17,0,36,20.3,3.1,34.393,20.006,1754.146,1425.704
10,4,18,0,0,19.5,2.8,0,19.5,0,0
10,4,19,0,0,18.8,2.4,0,18.8,0,0
10,4,20,0,0,18,2.1,0,18,0,0
10,4,21,0,0,17.4,1.4,0,17.4,0,0
10,4,22,0,0,16.8,0.7,0,16.8,0,0
10,4,23,0,0,16.2,0,0,16.2,0,0
10,5,0,0,0,16,0.5,0,16,0,0
10,5,1,0,0,15.7,1,0,15.7,0,0
10,5,2,0,0,15.5,1.5,0,15.5,0,0
10,5,3,0,0,15.1,1.7,0,15.1,0,0
10,5,4,0,0,14.7,1.9,0,14.7,0,0
10,5,5,0,0,14.3,2.1,0,14.3,0,0
10,5,6,0,2,14.9,1.9,1.889,12.919,99.492,0
10,5,7,0,30,15.6,1.7,28.438,14.345,1488.139,1164.757
10,5,8,0,69,16.2,1.5,65.54,16.138,3402.151,3041.346
10,5,9,0,145,17.5,2.4,140.174,19.555,7164.12,6722.915
10,5,10,14,219,18.9,3.2,225.833,23.006,11357.177,10815.668
10,5,11,10,298,20.2,4.1,304.525,25.861,15113.632,14472.691
10,5,12,18,348,20.9,3.9,364.706,28.142,17905.584,17184.881
10,5,13,62,339,21.5,3.8,407.785,29.879,19851.172,19071.932
10,5,14,90,303,22.2,3.6,384.98,30.327,18684.168,17940.33
10,5,15,23,195,21.3,3.4,206.36,25.476,10244.106,9730.322
10,5,16,0,82,20.3,3.3,78.618,21.107,3989.518,3616.757
10,5,17,0,12,19.4,3.1,11.355,18.269,583.748,277.232
10,5,18,0,0,19.1,2.6,0,19.1,0,0
10,5,19,0,0,18.8,2,0,18.8,0,0
10,5,20,0,0,18.5,1.5,0,18.5,0,0
10,5,21,0,0,18.3,2,0,18.3,0,0
10,5,22,0,0,18.2,2.6,0,18.2,0,0
10,5,23,0,0,18,3.1,0,18,0,0
10,6,0,0,0,17.9,3.3,0,17.9,0,0
10,6,1,0,0,17.8,3.4,0,17.8,0,0
10,6,2,0,0,17.7,3.6,0,17.7,0,0
10,6,3,0,0,17.3,4.3,0,17.3,0,0
10,6,4,0,0,16.9,5,0,16.9,0,0
10,6,5,0,0,16.5,5.7,0,16.5,0,0
10,6,6,0,1,16.5,6,0.97,15.328,50.528,0
10,6,7,0,21,16.6,6.4,19.889,15.801,1033.97,719.123
10,6,8,0,68,16.6,6.7,64.587,16.587,3345.887,2986.215
10,6,9,0,115,16.7,5.2,110.243,17.624,5684.25,5275.755
10,6,10,0,152,16.7,3.6,146.613,18.747,7520.969,7071.667
10,6,11,1,174,16.8,2.1,169.302,19.985,8635.752,8160.627
10,6,12,1,180,16.5,2.1,175.294,19.919,8944.141,8461.731
10,6,13,1,170,16.3,2.1,165.321,19.468,8452.666,7981.837
10,6,14,0,143,16,2.1,137.738,18.386,7077.359,6638.11
10,6,15,0,103,15.7,2.9,98.523,16.782,5099.417,4703.462
10,6,16,0,54,15.4,3.8,51.253,15.207,2671.698,2325.452
10,6,17,0,11,15.1,4.6,10.407,13.982,545.486,239.672
10,6,18,0,0,14.5,3.8,0,14.5,0,0
10,6,19,0,0,14,2.9,0,14,0,0
10,6,20,0,0,13.4,2.1,0,13.4,0,0
10,6,21,0,0,13.3,2.6,0,13.3,0,0
10,6,22,0,0,13.3,3.1,0,13.3,0,0
10,6,23,0,0,13.2,3.6,0,13.2,0,0
10,7,0,0,0,12.9,3.1,0,12.9,0,0
10,7,1,0,0,12.7,2.6,0,12.7,0,0
10,7,2,0,0,12.4,2.1,0,12.4,0,0
10,7,3,0,0,11.7,1.9,0,11.7,0,0
10,7,4,0,0,11.1,1.7,0,11.1,0,0
10,7,5,0,0,10.4,1.5,0,10.4,0,0
10,7,6,0,3,11.1,1.3,2.91,8.782,156.045,0
10,7,7,0,52,11.8,1.2,50.109,10.983,2661.625,2315.577
10,7,8,22,135,12.5,1,142.765,15.028,7413.589,6966.731
10,7,9,18,191,13.9,1.4,199.432,18.371,10237.732,9724.104
10,7,10,3,208,15.2,1.7,205.775,19.831,10503.112,9982.948
10,7,11,1,178,16.6,2.1,173.361,20.089,8838.533,8358.625
10,7,12,2,205,16.8,2.3,201.485,20.817,10238.025,9724.391
10,7,13,2,212,16.9,2.4,208.72,21.134,10590.107,10067.79
10,7,14,1,196,17.1,2.6,192.131,20.827,9762.112,9260.088
10,7,15,0,140,16.5,2.2,135.637,18.886,6953.487,6517.024
10,7,16,0,73,16,1.9,69.74,16.461,3614.873,3249.764
10,7,17,0,14,15.4,1.5,13.252,13.917,694.785,386.226
10,7,18,0,0,14.9,1.3,0,14.9,0,0
10,7,19,0,0,14.5,1.2,0,14.5,0,0
10,7,20,0,0,14,1,0,14,0,0
10,7,21,0,0,12.9,1.2,0,12.9,0,0
10,7,22,0,0,11.9,1.3,0,11.9,0,0
10,7,23,0,0,10.8,1.5,0,10.8,0,0
10,8,0,0,0,10.2,1.3,0,10.2,0,0
10,8,1,0,0,9.6,1.2,0,9.6,0,0
10,8,2,0,0,9,1,0,9,0,0
10,8,3,0,0,8.9,0.8,0,8.9,0,0
10,8,4,0,0,8.9,0.7,0,8.9,0,0
10,8,5,0,0,8.8,0.5,0,8.8,0,0
10,8,6,0,1,9.6,0.3,0.97,6.117,52.62,0
10,8,7,0,30,10.4,0.2,28.44,7.877,1531.346,1207.145
10,8,8,0,91,11.2,0,87.358,11.618,4627.147,4241.158
10,8,9,97,203,13.2,1,271.807,20.15,13798.066,13192.978
10,8,10,263,302,15.2,2.1,546.768,28.738,26722.205,25716.82
10,8,11,678,224,17.2,3.1,872.981,37.304,40949.891,39380.012
10,8,12,827,128,17.6,4.3,918.254,37.2,43105.359,41438.641
10,8,13,810,124,18,5.5,863.416,34.054,41134.098,39556.059
10,8,14,730,131,18.4,6.7,725.72,30.28,35087.188,33765.633
10,8,15,567,137,17.8,6.4,507.367,26.171,24713.801,23777.648
10,8,16,331,107,17.1,6,258.322,21.153,12462.989,11893.149
10,8,17,15,37,16.5,5.7,39.676,16.359,2008.065,1674.75
10,8,18,0,0,16.4,5,0,16.4,0,0
10,8,19,0,0,16.4,4.3,0,16.4,0,0
10,8,20,0,0,16.3,3.6,0,16.3,0,0
10,8,21,0,0,16.1,3.6,0,16.1,0,0
10,8,22,0,0,15.9,3.6,0,15.9,0,0
10,8,23,0,0,15.7,3.6,0,15.7,0,0
10,9,0,0,0,15,2.7,0,15,0,0
10,9,1,0,0,14.2,1.9,0,14.2,0,0
10,9,2,0,0,13.5,1,0,13.5,0,0
10,9,3,0,0,12.8,1,0,12.8,0,0
10,9,4,0,0,12.1,1,0,12.1,0,0
10,9,5,0,0,11.4,1,0,11.4,0,0
10,9,6,0,3,11.8,0.7,2.91,9.051,155.861,0
10,9,7,84,65,12.3,0.3,89.534,12.71,4456.285,4073.866
10,9,8,342,143,12.7,0,318.343,23.966,15423.175,14773.637
10,9,9,610,143,14.2,0.9,575.874,32.036,27413.318,26383.51
10,9,10,707,162,15.7,1.7,767.408,36.959,35970.379,34612.824
10,9,11,755,172,17.2,2.6,885.24,39.26,41114.188,39537.031
10,9,12,852,114,17.5,2.9,923.414,39.971,42746.16,41095.785
10,9,13,834,110,17.7,3.3,866.539,38.093,40460.172,38911.875
10,9,14,696,153,18,3.6,721.419,34.543,34165.02,32880.52
10,9,15,534,153,17.6,3.1,502.798,29.668,24099.938,23184.43
10,9,16,283,121,17.2,2.6,248.002,23.166,11914.438,11358.75
10,9,17,4,35,16.8,2.1,34.663,16.682,1781.73,1452.76
10,9,18,0,0,15.7,2.1,0,15.7,0,0
10,9,19,0,0,14.7,2.1,0,14.7,0,0
10,9,20,0,0,13.6,2.1,0,13.6,0,0
10,9,21,0,0,12.7,1.7,0,12.7,0,0
10,9,22,0,0,11.7,1.4,0,11.7,0,0
10,9,23,0,0,10.8,1,0,10.8,0,0
10,10,0,0,0,10.7,0.8,0,10.7,0,0
10,10,1,0,0,10.6,0.7,0,10.6,0,0
10,10,2,0,0,10.5,0.5,0,10.5,0,0
10,10,3,0,0,10.4,0.3,0,10.4,0,0
10,10,4,0,0,10.3,0.2,0,10.3,0,0
10,10,5,0,0,10.2,0,0,10.2,0,0
10,10,6,0,3,11.2,0,2.91,7.202,157.122,0
10,10,7,81,63,12.2,0,86.723,12.006,4330.579,3950.775
10,10,8,339,142,13.2,0,315.64,24.327,15263.628,14618.529
10,10,9,373,213,15.1,0.2,481.726,33.21,22873.627,21998.639
10,10,10,322,277,16.9,0.3,566.44,38.212,26418.168,25423.428
10,10,11,167,369,18.8,0.5,548.82,38.775,25568.939,24603.625
10,10,12,98,367,19.2,1.4,475.602,33.283,22774.133,21902.389
10,10,13,24,332,19.5,2.2,354.275,28.508,17361.641,16656.871
10,10,14,9,235,19.9,3.1,239.167,24.91,11921.177,11365.316
10,10,15,80,202,18.9,2.6,256.444,24.339,12755.653,12178.184
10,10,16,91,131,17.8,2,171.639,21.488,8513.959,8041.694
10,10,17,0,32,16.8,1.5,30.926,16.324,1603.974,1278.394
10,10,18,0,0,15.9,1.3,0,15.9,0,0
10,10,19,0,0,15.1,1.2,0,15.1,0,0
10,10,20,0,0,14.2,1,0,14.2,0,0
10,10,21,0,0,14.1,0.8,0,14.1,0,0
10,10,22,0,0,14.1,0.7,0,14.1,0,0
10,10,23,0,0,14,0.5,0,14,0,0
10,11,0,0,0,13.6,0.5,0,13.6,0,0
10,11,1,0,0,13.2,0.5,0,13.2,0,0
10,11,2,0,0,12.8,0.5,0,12.8,0,0
10,11,3,0,0,12.3,1,0,12.3,0,0
10,11,4,0,0,11.7,1.6,0,11.7,0,0
10,11,5,0,0,11.2,2.1,0,11.2,0,0
10,11,6,0,3,12.2,1.4,2.91,9.965,155.238,0
10,11,7,74,61,13.2,0.7,82.915,13.446,4124.332,3748.796
10,11,8,329,141,14.2,0,309.623,25.056,14923.94,14288.237
10,11,9,366,212,16.3,0.3,475.648,33.602,22540.65,21676.496
10,11,10,318,275,18.5,0.7,560.677,37.347,26261.701,25272.418
10,11,11,166,366,20.6,1,544.622,37.98,25474.291,24512.227
10,11,12,117,370,20.8,1.4,496.603,35.416,23530.842,22634.258
