Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,-4.7,4.3,0,-4.7,0,0
1,1,1,0,0,-5.3,3.9,0,-5.3,0,0
1,1,2,0,0,-5.7,3.6,0,-5.7,0,0
1,1,3,0,0,-6.1,3.4,0,-6.1,0,0
1,1,4,0,0,-6.5,3.3,0,-6.5,0,0
1,1,5,0,0,-6.8,3.1,0,-6.8,0,0
1,1,6,0,0,-6.6,2.4,0,-6.6,0,0
1,1,7,0,0,-6.6,1.7,0,-6.6,0,0
1,1,8,24,39,-6.6,1,49.763,-7.795,2788.144,2439.6
1,1,9,331,97,-5,1.2,284.248,1.997,15169.604,14527.114
1,1,10,494,138,-3.3,1.3,483.638,10.849,25335.846,24378.527
1,1,11,710,100,-1.7,1.5,649.622,17.48,33240.277,31992.391
1,1,12,761,93,-0.9,2,703.747,18.741,35881.508,34527.598
1,1,13,739,93,-0.2,2.6,672.744,17.24,34488.281,33190.855
1,1,14,625,102,0.6,3.1,546.515,13.917,28261.535,27201.336
1,1,15,218,125,0,2.8,263.315,6.397,13980.702,13370.702
1,1,16,2,51,-0.6,2.4,52.371,-0.406,2916.164,2565.083
1,1,17,0,2,-1.2,2.1,1.94,-3.206,109.476,0
1,1,18,0,0,-1.3,1.9,0,-1.3,0,0
1,1,19,0,0,-1.5,1.7,0,-1.5,0,0
1,1,20,0,0,-1.6,1.5,0,-1.6,0,0
1,1,21,0,0,-1.6,2.2,0,-1.6,0,0
1,1,22,0,0,-1.5,2.9,0,-1.5,0,0
1,1,23,0,0,-1.5,3.6,0,-1.5,0,0
1,2,0,0,0,-1.4,3.9,0,-1.4,0,0
1,2,1,0,0,-1.3,4.3,0,-1.3,0,0
1,2,2,0,0,-1.2,4.6,0,-1.2,0,0
1,2,3,0,0,-1.1,3.9,0,-1.1,0,0
1,2,4,0,0,-0.9,3.3,0,-0.9,0,0
1,2,5,0,0,-0.8,2.6,0,-0.8,0,0
1,2,6,0,0,-0.3,3.3,0,-0.3,0,0
1,2,7,0,0,0.3,3.9,0,0.3,0,0
1,2,8,0,10,0.8,4.6,9.46,-0.577,528.108,222.612
1,2,9,0,45,1.3,4.3,42.692,0.602,2371.459,2031.098
1,2,10,0,80,1.9,3.9,76.444,2.003,4221.208,3843.67
1,2,11,0,105,2.4,3.6,101.225,3.18,5561.742,5155.892
1,2,12,3,168,3.3,3.8,169.453,5.698,9209.603,8720.874
1,2,13,29,199,4.1,3.9,223.715,7.854,12036.458,11477.639
1,2,14,68,185,5,4.1,245.103,9.236,13076.274,12490.385
1,2,15,9,116,4.8,4.3,122.611,6.326,6634.618,6205.278
1,2,16,0,34,4.7,4.4,32.256,4.037,1765.835,1437.169
1,2,17,0,2,4.5,4.6,1.94,3.051,106.634,0
1,2,18,0,0,4.6,4.6,0,4.6,0,0
1,2,19,0,0,4.7,4.6,0,4.7,0,0
1,2,20,0,0,4.8,4.6,0,4.8,0,0
1,2,21,0,0,4.9,5.5,0,4.9,0,0
1,2,22,0,0,4.9,6.3,0,4.9,0,0
1,2,23,0,0,5,7.2,0,5,0,0
1,3,0,0,0,3,7,0,3,0,0
1,3,1,0,0,1,6.9,0,1,0,0
1,3,2,0,0,-1,6.7,0,-1,0,0
1,3,3,0,0,-2.1,6.5,0,-2.1,0,0
1,3,4,0,0,-3.3,6.4,0,-3.3,0,0
1,3,5,0,0,-4.4,6.2,0,-4.4,0,0
1,3,6,0,0,-5.1,6.4,0,-5.1,0,0
1,3,7,0,0,-5.7,6.5,0,-5.7,0,0
1,3,8,0,33,-6.4,6.7,32.604,-7.101,1869.936,1539.277
1,3,9,163,115,-6.5,7,210.825,-4.289,11684.78,11134.96
1,3,10,374,159,-6.5,7.4,423.313,-0.9,23369.307,22478.055
1,3,11,596,151,-6.6,7.7,621.138,2.04,34046.5,32766.725
1,3,12,482,197,-6.4,8.9,609.559,1.422,33594.348,32332.504
1,3,13,360,212,-6.3,10.1,516.007,-0.336,28642.838,27568.826
1,3,14,241,187,-6.1,11.3,370.721,-2.351,20690.604,19885.357
1,3,15,132,139,-6.4,9.1,228.907,-4.036,12784.808,12206.575
1,3,16,18,56,-6.7,6.8,66.962,-6.578,3783.966,3415.414
1,3,17,0,3,-7,4.6,2.91,-8.408,167.759,0
1,3,18,0,0,-7.5,3.4,0,-7.5,0,0
1,3,19,0,0,-7.9,2.2,0,-7.9,0,0
1,3,20,0,0,-8.4,1,0,-8.4,0,0
1,3,21,0,0,-8.5,1.4,0,-8.5,0,0
1,3,22,0,0,-8.7,1.7,0,-8.7,0,0
1,3,23,0,0,-8.8,2.1,0,-8.8,0,0
1,4,0,0,0,-9,1.9,0,-9,0,0
1,4,1,0,0,-9.2,1.7,0,-9.2,0,0
1,4,2,0,0,-9.4,1.5,0,-9.4,0,0
1,4,3,0,0,-9.5,1.7,0,-9.5,0,0
1,4,4,0,0,-9.6,1.9,0,-9.6,0,0
1,4,5,0,0,-9.7,2.1,0,-9.7,0,0
1,4,6,0,0,-9.8,1.4,0,-9.8,0,0
1,4,7,0,0,-9.8,0.7,0,-9.8,0,0
1,4,8,26,39,-9.9,0,50.337,-12.357,2866.799,2516.698
1,4,9,335,97,-7.7,0.7,285.489,0.289,15338.677,14691.492
1,4,10,517,129,-5.4,1.4,487.637,8.671,25775.893,24803.451
1,4,11,699,103,-3.2,2.1,645.973,14.183,33553.695,32293.459
1,4,12,744,99,-2.2,1.9,703.152,17.779,36018.348,34658.824
1,4,13,718,100,-1.2,1.7,668.526,18.651,34066.555,32785.977
1,4,14,602,110,-0.2,1.5,543.513,16.638,27789.08,26745.865
1,4,15,370,112,-0.8,1.7,336.739,9.094,17565.07,16854.363
1,4,16,70,64,-1.4,1.9,100.44,0.581,5398.837,4996.489
1,4,17,0,4,-2,2.1,3.879,-3.773,219.467,0
1,4,18,0,0,-1.9,2.4,0,-1.9,0,0
1,4,19,0,0,-1.7,2.8,0,-1.7,0,0
1,4,20,0,0,-1.6,3.1,0,-1.6,0,0
1,4,21,0,0,-1.4,3.3,0,-1.4,0,0
1,4,22,0,0,-1.1,3.4,0,-1.1,0,0
1,4,23,0,0,-0.9,3.6,0,-0.9,0,0
1,5,0,0,0,-0.9,3.6,0,-0.9,0,0
1,5,1,0,0,-1,3.6,0,-1,0,0
1,5,2,0,0,-1,3.6,0,-1,0,0
1,5,3,0,0,-0.9,3.3,0,-0.9,0,0
1,5,4,0,0,-0.7,2.9,0,-0.7,0,0
1,5,5,0,0,-0.6,2.6,0,-0.6,0,0
1,5,6,0,0,-0.3,2.8,0,-0.3,0,0
1,5,7,0,0,-0.1,2.9,0,-0.1,0,0
1,5,8,0,10,0.2,3.1,9.46,-1.508,530.172,224.639
1,5,9,0,46,0.2,3.1,43.644,-0.623,2436.839,2095.201
1,5,10,0,81,0.1,3.1,77.443,0.222,4308.694,3929.344
1,5,11,0,105,0.1,3.1,101.185,0.913,5613.27,5206.308
1,5,12,0,115,0.5,3.1,111.115,1.629,6145.473,5726.934
1,5,13,0,109,0.8,3.1,105.137,1.809,5810.433,5399.204
1,5,14,0,88,1.2,3.1,84.31,1.674,4662.093,4275.372
1,5,15,0,56,0.8,2.4,53.16,0.406,2955.348,2603.489
1,5,16,0,19,0.5,1.7,17.992,-1.135,1006.743,692.404
1,5,17,0,1,0.1,1,0.97,-2.634,54.608,0
1,5,18,0,0,0.3,1.5,0,0.3,0,0
1,5,19,0,0,0.4,2.1,0,0.4,0,0
1,5,20,0,0,0.6,2.6,0,0.6,0,0
1,5,21,0,0,1.1,2.2,0,1.1,0,0
1,5,22,0,0,1.7,1.9,0,1.7,0,0
1,5,23,0,0,2.2,1.5,0,2.2,0,0
1,6,0,0,0,1.8,2,0,1.8,0,0
1,6,1,0,0,1.4,2.6,0,1.4,0,0
1,6,2,0,0,1,3.1,0,1,0,0
1,6,3,0,0,0.9,3.1,0,0.9,0,0
1,6,4,0,0,0.7,3.1,0,0.7,0,0
1,6,5,0,0,0.6,3.1,0,0.6,0,0
1,6,6,0,0,0.6,3.3,0,0.6,0,0
1,6,7,0,0,0.6,3.4,0,0.6,0,0
1,6,8,0,10,0.6,3.6,9.46,-1.008,529.065,223.552
1,6,9,0,62,1.7,3.6,59.442,1.315,3291.958,2933.371
1,6,10,4,137,2.7,3.6,139.458,4.342,7621.382,7169.787
1,6,11,37,202,3.8,3.6,243.503,8.083,13084.712,12498.6
1,6,12,124,250,5,3.4,368.117,12.571,19380.859,18615.992
1,6,13,295,224,6.3,3.3,483.025,16.954,24883.129,23941.24
1,6,14,477,159,7.5,3.1,514.076,19.399,26017.355,25036.561
1,6,15,364,115,7.2,2.8,338.455,15.298,17194.551,16494.635
1,6,16,74,67,6.8,2.4,105.568,8.703,5481.677,5077.55
1,6,17,0,5,6.5,2.1,4.849,4.872,264.516,0
1,6,18,0,0,5.3,1.7,0,5.3,0,0
1,6,19,0,0,4,1.4,0,4,0,0
1,6,20,0,0,2.8,1,0,2.8,0,0
1,6,21,0,0,2.7,1.2,0,2.7,0,0
1,6,22,0,0,2.7,1.3,0,2.7,0,0
1,6,23,0,0,2.6,1.5,0,2.6,0,0
1,7,0,0,0,2.2,1.7,0,2.2,0,0
1,7,1,0,0,1.8,1.9,0,1.8,0,0
1,7,2,0,0,1.4,2.1,0,1.4,0,0
1,7,3,0,0,1.4,2.1,0,1.4,0,0
1,7,4,0,0,1.4,2.1,0,1.4,0,0
1,7,5,0,0,1.4,2.1,0,1.4,0,0
1,7,6,0,0,1.7,1.7,0,1.7,0,0
1,7,7,0,0,1.9,1.4,0,1.9,0,0
1,7,8,0,10,2.2,1,9.46,-0.308,527.512,222.028
1,7,9,0,45,3.2,1.2,42.692,2.004,2357.42,2017.333
1,7,10,0,81,4.2,1.3,77.424,4.352,4232.736,3854.96
1,7,11,0,106,5.2,1.5,102.177,6.291,5539.564,5134.192
1,7,12,0,116,4.7,1.9,112.098,6.095,6082.61,5665.448
1,7,13,0,110,4.3,2.2,106.113,5.495,5772.796,5362.383
1,7,14,0,90,3.8,2.6,86.302,4.382,4717.494,4329.609
1,7,15,0,57,3.4,2.4,54.111,3.06,2974.632,2622.389
1,7,16,0,20,3.1,2.3,18.941,1.675,1047.359,732.262
1,7,17,0,1,2.7,2.1,0.944,0.586,52.458,0
1,7,18,0,0,2.5,3.1,0,2.5,0,0
1,7,19,0,0,2.3,4.1,0,2.3,0,0
1,7,20,0,0,2.1,5.1,0,2.1,0,0
1,7,21,0,0,1.8,4.4,0,1.8,0,0
1,7,22,0,0,1.6,3.8,0,1.6,0,0
1,7,23,0,0,1.3,3.1,0,1.3,0,0
1,8,0,0,0,0,6.2,0,0,0,0
1,8,1,0,0,-1.3,9.2,0,-1.3,0,0
1,8,2,0,0,-2.6,12.3,0,-2.6,0,0
1,8,3,0,0,-3.5,10.8,0,-3.5,0,0
1,8,4,0,0,-4.3,9.2,0,-4.3,0,0
1,8,5,0,0,-5.2,7.7,0,-5.2,0,0
1,8,6,0,0,-5.9,8.2,0,-5.9,0,0
1,8,7,0,0,-6.7,8.8,0,-6.7,0,0
1,8,8,6,37,-7.4,9.3,39.232,-7.864,2238.328,1900.558
1,8,9,264,104,-7.1,8.8,251.87,-4.62,13862.466,13255.647
1,8,10,429,154,-6.9,8.2,460.376,-1.1,25421.242,24460.998
1,8,11,638,137,-6.6,7.7,641.408,2.381,35104.207,33781.965
1,8,12,768,94,-6.5,8.4,715.936,3.181,39113.234,37623.52
1,8,13,752,94,-6.5,9.1,688.233,2.337,37691.297,36262.16
1,8,14,653,100,-6.4,9.8,571.327,0.46,31356.137,30181.146
1,8,15,407,113,-6.5,10.1,360.961,-2.519,19793.334,19015.869
1,8,16,89,71,-6.7,10.5,116.022,-5.964,6393.582,5969.583
1,8,17,0,6,-6.8,10.8,5.675,-7.549,326.064,24.257
1,8,18,0,0,-7.2,9.4,0,-7.2,0,0
1,8,19,0,0,-7.5,8.1,0,-7.5,0,0
1,8,20,0,0,-7.9,6.7,0,-7.9,0,0
1,8,21,0,0,-7.9,6.7,0,-7.9,0,0
1,8,22,0,0,-8,6.7,0,-8,0,0
1,8,23,0,0,-8,6.7,0,-8,0,0
1,9,0,0,0,-8.5,5.3,0,-8.5,0,0
1,9,1,0,0,-9.1,4,0,-9.1,0,0
1,9,2,0,0,-9.6,2.6,0,-9.6,0,0
1,9,3,0,0,-9.5,3.1,0,-9.5,0,0
1,9,4,0,0,-9.3,3.6,0,-9.3,0,0
1,9,5,0,0,-9.2,4.1,0,-9.2,0,0
1,9,6,0,0,-9,3.1,0,-9,0,0
1,9,7,0,0,-8.8,2,0,-8.8,0,0
1,9,8,28,40,-8.6,1,52.019,-9.725,2927.229,2575.929
1,9,9,340,98,-7.3,1.5,288.329,-0.526,15539.602,14886.814
1,9,10,527,129,-6,2.1,494.323,6.706,26354.619,25362.098
1,9,11,716,101,-4.7,2.6,658.507,11.933,34555.824,33255.688
1,9,12,766,96,-4,2.9,717.727,13.913,37420.828,36003.066
1,9,13,746,96,-3.3,3.3,690.623,13.324,36063.441,34702.066
1,9,14,643,103,-2.6,3.6,569.392,10.655,29917.096,28796.248
1,9,15,403,114,-3,3.9,360.828,4.756,19197.418,18438.119
1,9,16,90,72,-3.5,4.3,117.557,-1.88,6371.769,5948.252
1,9,17,0,6,-3.9,4.6,5.675,-5.151,322.868,21.119
1,9,18,0,0,-3.8,3.9,0,-3.8,0,0
1,9,19,0,0,-3.8,3.3,0,-3.8,0,0
1,9,20,0,0,-3.7,2.6,0,-3.7,0,0
1,9,21,0,0,-4.3,2.4,0,-4.3,0,0
1,9,22,0,0,-5,2.3,0,-5,0,0
1,9,23,0,0,-5.6,2.1,0,-5.6,0,0
1,10,0,0,0,-5.7,2.4,0,-5.7,0,0
1,10,1,0,0,-5.9,2.8,0,-5.9,0,0
1,10,2,0,0,-6,3.1,0,-6,0,0
1,10,3,0,0,-6.3,3.1,0,-6.3,0,0
1,10,4,0,0,-6.5,3.1,0,-6.5,0,0
1,10,5,0,0,-6.8,3.1,0,-6.8,0,0
1,10,6,0,0,-6.7,2.4,0,-6.7,0,0
1,10,7,0,0,-6.7,1.7,0,-6.7,0,0
1,10,8,30,40,-6.6,1,52.509,-7.697,2925.139,2573.88
1,10,9,345,98,-5.3,1.4,290.677,1.645,15519.997,14867.759
1,10,10,530,129,-3.9,1.7,496.419,9.644,26130.492,25145.773
1,10,11,715,102,-2.6,2.1,659.626,15.151,34124.371,32841.492
1,10,12,767,96,-1.7,2.4,719.601,17.321,36950.242,35552.164
1,10,13,750,95,-0.9,2.8,690.596,16.615,35535.621,34195.852
1,10,14,652,102,0,3.1,575.731,14.078,29798.354,28681.914
1,10,15,411,115,-0.6,2.9,367.22,8.387,19237.666,18477.146
1,10,16,95,74,-1.2,2.8,121.902,1.061,6523.88,6096.999
1,10,17,0,7,-1.8,2.6,6.622,-3.32,373.945,71.267
1,10,18,0,0,-2,2.2,0,-2,0,0
1,10,19,0,0,-2.2,1.9,0,-2.2,0,0
1,10,20,0,0,-2.4,1.5,0,-2.4,0,0
1,10,21,0,0,-2.7,1.2,0,-2.7,0,0
1,10,22,0,0,-3.1,0.8,0,-3.1,0,0
1,10,23,0,0,-3.4,0.5,0,-3.4,0,0
1,11,0,0,0,-3.7,0.5,0,-3.7,0,0
1,11,1,0,0,-4.1,0.5,0,-4.1,0,0
1,11,2,0,0,-4.4,0.5,0,-4.4,0,0
1,11,3,0,0,-4.8,0.5,0,-4.8,0,0
1,11,4,0,0,-5.2,0.5,0,-5.2,0,0
1,11,5,0,0,-5.6,0.5,0,-5.6,0,0
1,11,6,0,0,-5.3,0.7,0,-5.3,0,0
1,11,7,0,0,-5,0.8,0,-5,0,0
1,11,8,29,40,-4.7,1,52.105,-5.798,2882.467,2532.055
1,11,9,82,123,-3.5,1.2,174.611,-0.102,9595.182,9097.195
1,11,10,42,168,-2.2,1.3,206.639,2.779,11341.031,10799.93
1,11,11,0,149,-1,1.5,147.062,2.065,8118.585,7655.539
1,11,12,7,175,-0.7,2,179.523,2.751,9879.786,9374.904
1,11,13,13,179,-0.3,2.6,188.771,3.199,10366.776,9849.976
1,11,14,4,162,0,3.1,165.423,2.728,9104.235,8618.021
1,11,15,45,137,0,2.6,172.115,3.016,9408.941,8915.439
1,11,16,30,69,0,2,86.284,0.881,4713.78,4325.973
1,11,17,0,7,0,1.5,6.622,-1.905,371.739,69.101
1,11,18,0,0,-0.6,2,0,-0.6,0,0
1,11,19,0,0,-1.2,2.6,0,-1.2,0,0
1,11,20,0,0,-1.8,3.1,0,-1.8,0,0
1,11,21,0,0,-2.1,2.8,0,-2.1,0,0
1,11,22,0,0,-2.3,2.4,0,-2.3,0,0
1,11,23,0,0,-2.6,2.1,0,-2.6,0,0
1,12,0,0,0,-3.4,2.1,0,-3.4,0,0
1,12,1,0,0,-4.3,2.1,0,-4.3,0,0
1,12,2,0,0,-5.1,2.1,0,-5.1,0,0
1,12,3,0,0,-5.4,1.9,0,-5.4,0,0
1,12,4,0,0,-5.7,1.7,0,-5.7,0,0
1,12,5,0,0,-6,1.5,0,-6,0,0
1,12,6,0,0,-5.9,1.9,0,-5.9,0,0
1,12,7,0,0,-5.7,2.2,0,-5.7,0,0
1,12,8,30,41,-5.6,2.6,53.655,-6.283,2973.651,2621.427
1,12,9,339,99,-2.5,2.9,288.834,3.038,15337.549,14690.396
1,12,10,525,131,0.5,3.3,496.052,11.356,25921.598,24944.121
1,12,11,708,105,3.6,3.6,659.515,18.291,33644.352,32380.533
1,12,12,763,98,5,3.3,721.141,21.917,36264.203,34894.563
1,12,13,747,98,6.3,2.9,697.987,23.537,34802.434,33492.383
1,12,14,645,106,7.7,2.6,578.436,22.528,28823.057,27742.484
1,12,15,414,117,6.7,2.4,373.018,16.365,18877.076,18127.447
1,12,16,116,75,5.8,2.3,130.732,8.535,6746.162,6314.338
1,12,17,0,8,4.8,2.1,7.57,3.317,415.698,112.259
1,12,18,0,0,4.4,1.7,0,4.4,0,0
1,12,19,0,0,3.9,1.4,0,3.9,0,0
1,12,20,0,0,3.5,1,0,3.5,0,0
1,12,21,0,0,2.9,1.7,0,2.9,0,0
1,12,22,0,0,2.2,2.4,0,2.2,0,0
1,12,23,0,0,1.6,3.1,0,1.6,0,0
1,13,0,0,0,1.3,2.8,0,1.3,0,0
1,13,1,0,0,1.1,2.4,0,1.1,0,0
1,13,2,0,0,0.8,2.1,0,0.8,0,0
1,13,3,0,0,0.7,2.3,0,0.7,0,0
1,13,4,0,0,0.7,2.4,0,0.7,0,0
1,13,5,0,0,0.6,2.6,0,0.6,0,0
1,13,6,0,0,0.6,2.8,0,0.6,0,0
1,13,7,0,0,0.7,2.9,0,0.7,0,0
1,13,8,0,19,0.7,3.1,18,-0.789,1005.713,691.393
1,13,9,0,82,2.9,3.6,80.68,3.049,4435.354,4053.371
1,13,10,8,142,5,4.1,147.009,6.766,7947.87,7488.773
1,13,11,6,186,7.2,4.6,191.564,9.914,10220.955,9707.739
1,13,12,7,205,7.8,4.3,212.165,11.162,11258.729,10719.703
1,13,13,6,196,8.3,3.9,201.928,11.684,10690.749,10165.936
1,13,14,4,162,8.9,3.6,165.134,11.519,8748.489,8270.708
1,13,15,0,100,7.9,2.7,98.441,8.997,5274.616,4874.927
1,13,16,0,36,6.8,1.9,34.147,5.951,1854.021,1523.667
1,13,17,0,3,5.8,1,2.835,3.342,155.639,0
1,13,18,0,0,5.3,1.4,0,5.3,0,0
1,13,19,0,0,4.9,1.7,0,4.9,0,0
1,13,20,0,0,4.4,2.1,0,4.4,0,0
1,13,21,0,0,4.3,1.9,0,4.3,0,0
1,13,22,0,0,4.2,1.7,0,4.2,0,0
1,13,23,0,0,4.1,1.5,0,4.1,0,0
1,14,0,0,0,4.1,1.9,0,4.1,0,0
1,14,1,0,0,4.1,2.2,0,4.1,0,0
1,14,2,0,0,4.1,2.6,0,4.1,0,0
1,14,3,0,0,3.3,2.6,0,3.3,0,0
1,14,4,0,0,2.4,2.6,0,2.4,0,0
1,14,5,0,0,1.6,2.6,0,1.6,0,0
1,14,6,0,0,1.4,2.8,0,1.4,0,0
1,14,7,0,0,1.3,2.9,0,1.3,0,0
1,14,8,0,11,1.1,3.1,10.408,-0.575,580.996,274.53
1,14,9,0,48,1.3,3.4,45.546,0.566,2530.391,2186.922
1,14,10,0,84,1.4,3.8,80.374,1.599,4445.882,4063.679
1,14,11,0,110,1.6,4.1,106.113,2.44,5848.697,5436.636
1,14,12,0,121,2.2,3.8,117.032,3.395,6424.375,5999.697
1,14,13,0,116,2.7,3.4,112.05,3.864,6138.565,5720.178
1,14,14,0,96,3.3,3.1,92.218,4.002,5049.12,4654.232
1,14,15,0,63,3.4,2.2,59.826,3.233,3286.324,2927.851
1,14,16,0,25,3.5,1.4,23.686,2.019,1307.851,987.873
1,14,17,0,2,3.6,0.5,1.889,0.482,104.995,0
1,14,18,0,0,3.2,0.7,0,3.2,0,0
1,14,19,0,0,2.7,0.8,0,2.7,0,0
1,14,20,0,0,2.3,1,0,2.3,0,0
1,14,21,0,0,2.1,1,0,2.1,0,0
1,14,22,0,0,2,1,0,2,0,0
1,14,23,0,0,1.8,1,0,1.8,0,0
1,15,0,0,0,1.6,1.7,0,1.6,0,0
1,15,1,0,0,1.3,2.4,0,1.3,0,0
1,15,2,0,0,1.1,3.1,0,1.1,0,0
1,15,3,0,0,1.1,2.9,0,1.1,0,0
1,15,4,0,0,1,2.8,0,1,0,0
1,15,5,0,0,1,2.6,0,1,0,0
1,15,6,0,0,0.9,2.8,0,0.9,0,0
1,15,7,0,0,0.9,2.9,0,0.9,0,0
1,15,8,0,11,0.8,3.1,10.408,-0.878,581.731,275.252
1,15,9,0,48,0.7,2.6,45.546,-0.128,2537.779,2194.165
1,15,10,0,85,0.7,2,81.373,0.949,4513.48,4129.869
1,15,11,0,111,0.6,1.5,107.109,1.834,5918.759,5505.174
1,15,12,0,122,0.7,1.9,118.025,2.268,6509.983,6083.41
1,15,13,0,117,0.8,2.2,113.039,2.192,6237.012,5816.464
1,15,14,0,97,0.9,2.6,93.205,1.67,5154.048,4756.931
1,15,15,0,64,0.8,2.9,60.778,0.648,3375.453,3015.186
1,15,16,0,25,0.7,3.3,23.686,-0.448,1321.519,1001.284
1,15,17,0,2,0.6,3.6,1.889,-1.129,105.708,0
1,15,18,0,0,0.6,3.1,0,0.6,0,0
1,15,19,0,0,0.5,2.6,0,0.5,0,0
1,15,20,0,0,0.5,2.1,0,0.5,0,0
1,15,21,0,0,0,2.8,0,0,0,0
1,15,22,0,0,-0.5,3.4,0,-0.5,0,0
1,15,23,0,0,-1,4.1,0,-1,0,0
1,16,0,0,0,-1.5,3.8,0,-1.5,0,0
1,16,1,0,0,-2.1,3.4,0,-2.1,0,0
1,16,2,0,0,-2.6,3.1,0,-2.6,0,0
1,16,3,0,0,-3.2,3.4,0,-3.2,0,0
1,16,4,0,0,-3.8,3.8,0,-3.8,0,0
1,16,5,0,0,-4.4,4.1,0,-4.4,0,0
1,16,6,0,0,-4.9,3.8,0,-4.9,0,0
1,16,7,0,1,-5.4,3.4,0.97,-7.291,55.666,0
1,16,8,38,43,-5.9,3.1,58.133,-6.412,3206.447,2849.575
1,16,9,357,100,-5.5,3.3,298.866,0.091,16063.833,15396.308
1,16,10,545,130,-5,3.4,509.173,6.187,27218.865,26195.961
1,16,11,731,101,-4.6,3.6,675.435,10.708,35656.309,34311.617
1,16,12,783,96,-4.4,4.5,739.86,10.751,39143.27,37652.262
1,16,13,769,95,-4.3,5.3,714.42,8.994,38055.645,36611.109
1,16,14,681,100,-4.1,6.2,602.516,5.93,32357.016,31143.584
1,16,15,442,119,-4.3,6,394.884,2.142,21289,20464.941
1,16,16,174,75,-4.6,5.9,157.897,-2.594,8474.091,8002.76
1,16,17,0,10,-4.8,5.7,9.467,-5.785,540.02,234.306
1,16,18,0,0,-5.1,5.2,0,-5.1,0,0
1,16,19,0,0,-5.5,4.6,0,-5.5,0,0
1,16,20,0,0,-5.8,4.1,0,-5.8,0,0
1,16,21,0,0,-6.3,3.6,0,-6.3,0,0
1,16,22,0,0,-6.7,3.1,0,-6.7,0,0
1,16,23,0,0,-7.2,2.6,0,-7.2,0,0
1,17,0,0,0,-7.5,2.9,0,-7.5,0,0
1,17,1,0,0,-7.8,3.3,0,-7.8,0,0
1,17,2,0,0,-8.1,3.6,0,-8.1,0,0
1,17,3,0,0,-7.8,3.3,0,-7.8,0,0
1,17,4,0,0,-7.5,2.9,0,-7.5,0,0
1,17,5,0,0,-7.2,2.6,0,-7.2,0,0
1,17,6,0,0,-7.6,1.7,0,-7.6,0,0
1,17,7,0,0,-8,0.9,0,-8,0,0
1,17,8,0,16,-8.4,0,15.15,-12.535,888.152,576.018
1,17,9,1,98,-6.8,0.3,98.608,-6.209,5633.153,5225.763
1,17,10,92,188,-5.2,0.7,261.945,2.228,14382.781,13761.895
1,17,11,283,229,-3.6,1,476.636,11.174,25195.221,24242.709
1,17,12,320,253,-3.2,1.9,546.225,11.952,28811.525,27731.373
1,17,13,358,239,-2.8,2.7,553.71,11.098,29294.549,28196.713
1,17,14,367,200,-2.4,3.6,487.296,8.627,25964.061,24985.113
1,17,15,407,114,-2.9,3.4,370.612,5.444,19715.225,18940.154
1,17,16,125,83,-3.3,3.3,144.132,-0.656,7755.558,7300.887
1,17,17,0,10,-3.8,3.1,9.466,-5.12,538.524,232.837
1,17,18,0,0,-5,3.9,0,-5,0,0
1,17,19,0,0,-6.2,4.6,0,-6.2,0,0
1,17,20,0,0,-3.4,3.1,0,-3.4,0,0
1,17,21,0,0,-3.7,4.1,0,-3.7,0,0
1,17,22,0,0,-3.9,5.2,0,-3.9,0,0
1,17,23,0,0,-4.2,6.2,0,-4.2,0,0
1,18,0,0,0,-4.9,5.7,0,-4.9,0,0
1,18,1,0,0,-5.5,5.1,0,-5.5,0,0
1,18,2,0,0,-6.2,4.6,0,-6.2,0,0
1,18,3,0,0,-6.5,3.9,0,-6.5,0,0
1,18,4,0,0,-6.8,3.3,0,-6.8,0,0
1,18,5,0,0,-7.1,2.6,0,-7.1,0,0
1,18,6,0,0,-7,2.2,0,-7,0,0
1,18,7,0,1,-6.8,1.9,0.97,-9.127,56.083,0
1,18,8,43,45,-6.7,1.5,61.957,-7.316,3422.317,3061.104
1,18,9,367,101,-5.6,1.9,305.119,1.24,16320.024,15645.231
1,18,10,555,130,-4.6,2.2,516.609,8.538,27340.061,26312.855
1,18,11,740,101,-3.5,2.6,684.301,13.803,35638.676,34294.699
1,18,12,791,95,-2.9,3.3,748.041,14.966,38848.496,37370.16
1,18,13,779,94,-2.3,3.9,724.479,14.015,37753.418,36321.664
1,18,14,694,99,-1.7,4.6,613.759,10.747,32288.129,31077.363
1,18,15,455,120,-2.3,4.1,405.527,6.283,21490.607,20660.158
1,18,16,188,78,-3,3.6,167.406,0.176,8880.259,8399.364
1,18,17,0,11,-3.6,3.1,10.415,-4.827,591.794,285.13
1,18,18,0,0,-3.6,2.1,0,-3.6,0,0
1,18,19,0,0,-3.7,1,0,-3.7,0,0
1,18,20,0,0,-3.7,0,0,-3.7,0,0
1,18,21,0,0,-3.7,0.3,0,-3.7,0,0
1,18,22,0,0,-3.8,0.7,0,-3.8,0,0
1,18,23,0,0,-3.8,1,0,-3.8,0,0
1,19,0,0,0,-4.4,1,0,-4.4,0,0
1,19,1,0,0,-5,1,0,-5,0,0
1,19,2,0,0,-5.6,1,0,-5.6,0,0
1,19,3,0,0,-6.1,1.4,0,-6.1,0,0
1,19,4,0,0,-6.5,1.7,0,-6.5,0,0
